"account_name","order_date"
"CST Brands","2015-04-13 18:16:49"
"Aflac","2015-04-13 20:00:12"
"Charter Communications","2015-04-14 00:17:32"
"Charter Communications","2015-04-14 00:25:32"
"Republic Services","2015-04-14 15:16:36"
"Republic Services","2015-04-14 15:22:51"
"Prudential Financial","2015-04-15 14:19:14"
"Prudential Financial","2015-04-15 14:21:48"
"PayPal Holdings","2015-04-15 20:16:03"
"PayPal Holdings","2015-04-15 20:35:15"
"American Family Insurance Group","2015-04-16 10:04:55"
"American Family Insurance Group","2015-04-16 10:29:42"
"Farmers Insurance Exchange","2015-04-16 13:22:49"
"Abbott Laboratories","2015-04-17 03:51:12"
"Abbott Laboratories","2015-04-17 04:08:52"
"Kinder Morgan","2015-04-17 07:53:31"
"Philip Morris International","2015-04-17 09:47:46"
"Philip Morris International","2015-04-17 10:12:43"
"J.P. Morgan Chase","2015-04-17 11:41:57"
"J.P. Morgan Chase","2015-04-17 11:44:48"
"Marathon Petroleum","2015-04-17 18:12:50"
"KKR","2015-04-18 00:16:47"
"KKR","2015-04-18 00:34:45"
"Altria Group","2015-04-18 10:26:16"
"Centene","2015-04-19 01:05:05"
"Centene","2015-04-19 01:07:21"
"Disney","2015-04-19 02:44:04"
"DISH Network","2015-04-19 12:21:49"
"DISH Network","2015-04-19 12:22:15"
"FedEx","2015-04-19 16:32:12"
"Freddie Mac","2015-04-19 21:20:38"
"Freddie Mac","2015-04-19 21:21:45"
"Guardian Life Ins. Co. of America","2015-04-20 01:36:08"
"Guardian Life Ins. Co. of America","2015-04-20 01:43:21"
"U.S. Bancorp","2015-04-20 20:59:42"
"U.S. Bancorp","2015-04-20 21:03:06"
"BlackRock","2015-04-21 12:22:15"
"BlackRock","2015-04-21 12:41:57"
"Franklin Resources","2015-04-21 13:01:16"
"Land O'Lakes","2015-04-21 16:24:47"
"United States Steel","2015-04-21 20:41:32"
"United States Steel","2015-04-21 20:44:31"
"IBM","2015-04-21 21:43:17"
"Colgate-Palmolive","2015-04-22 07:18:59"
"Colgate-Palmolive","2015-04-22 07:35:54"
"PPL","2015-04-23 15:12:43"
"Supervalu","2015-04-23 15:15:05"
"Supervalu","2015-04-23 15:32:59"
"Citigroup","2015-04-23 16:21:49"
"Cisco Systems","2015-04-23 20:54:06"
"Cisco Systems","2015-04-23 20:57:37"
"TJX","2015-04-24 00:12:20"
"TJX","2015-04-24 00:14:26"
"Aetna","2015-04-26 11:20:23"
"United Continental Holdings","2015-04-26 13:55:54"
"Lithia Motors","2015-04-26 17:39:08"
"Goodyear Tire & Rubber","2015-04-26 21:55:57"
"Goodyear Tire & Rubber","2015-04-26 22:10:30"
"Leucadia National","2015-04-27 08:27:40"
"Leucadia National","2015-04-27 08:40:53"
"EOG Resources","2015-04-28 00:18:31"
"Western Digital","2015-04-28 03:54:44"
"Best Buy","2015-04-28 22:15:07"
"Best Buy","2015-04-28 22:17:21"
"Intel","2015-04-29 00:56:05"
"Intel","2015-04-29 00:58:33"
"Archer Daniels Midland","2015-04-29 07:10:46"
"FirstEnergy","2015-04-29 22:32:37"
"FirstEnergy","2015-04-29 22:46:59"
"Sysco","2015-04-30 01:18:20"
"Sysco","2015-04-30 01:22:37"
"New York Life Insurance","2015-04-30 11:25:52"
"New York Life Insurance","2015-04-30 11:47:15"
"Southwest Airlines","2015-04-30 12:32:33"
"Stanley Black & Decker","2015-04-30 15:47:25"
"Stanley Black & Decker","2015-04-30 15:53:17"
"Western Refining","2015-05-01 07:44:19"
"Western Refining","2015-05-01 07:56:15"
"AutoNation","2015-05-01 13:52:09"
"Ecolab","2015-05-01 15:06:08"
"Tyson Foods","2015-05-02 03:04:00"
"Tyson Foods","2015-05-02 03:04:54"
"General Mills","2015-05-05 07:43:37"
"Mosaic","2015-05-05 21:25:48"
"Phillips 66","2015-05-06 01:44:14"
"Kellogg","2015-05-06 02:12:45"
"AT&T","2015-05-06 03:37:09"
"Walgreens Boots Alliance","2015-05-06 13:45:56"
"Walgreens Boots Alliance","2015-05-06 13:47:28"
"Wells Fargo","2015-05-06 17:32:30"
"Wells Fargo","2015-05-06 17:37:10"
"Thermo Fisher Scientific","2015-05-08 14:41:32"
"Core-Mark Holding","2015-05-08 15:12:53"
"Cigna","2015-05-09 00:02:37"
"Cigna","2015-05-09 00:09:56"
"Cameron International","2015-05-09 01:00:46"
"Cameron International","2015-05-09 01:15:34"
"Gilead Sciences","2015-05-09 06:56:58"
"General Dynamics","2015-05-09 13:20:46"
"3M","2015-05-09 13:25:46"
"General Dynamics","2015-05-09 13:27:32"
"3M","2015-05-09 13:31:21"
"Monsanto","2015-05-09 17:13:26"
"Monsanto","2015-05-09 17:26:15"
"Fluor","2015-05-10 08:47:53"
"Fluor","2015-05-10 08:51:49"
"eBay","2015-05-10 10:31:19"
"Bristol-Myers Squibb","2015-05-11 05:16:49"
"Bristol-Myers Squibb","2015-05-11 05:26:22"
"Jarden","2015-05-11 08:48:50"
"Emerson Electric","2015-05-11 10:36:18"
"Arrow Electronics","2015-05-11 11:17:45"
"Arrow Electronics","2015-05-11 11:37:10"
"United Technologies","2015-05-12 01:48:52"
"United Technologies","2015-05-12 02:03:25"
"ADP","2015-05-12 05:07:51"
"Aflac","2015-05-12 19:09:35"
"Avis Budget Group","2015-05-12 22:36:17"
"Avis Budget Group","2015-05-12 22:47:41"
"Ford Motor","2015-05-12 23:05:42"
"Ford Motor","2015-05-12 23:20:46"
"Republic Services","2015-05-13 01:31:18"
"CST Brands","2015-05-13 05:58:11"
"Entergy","2015-05-13 07:57:11"
"Charter Communications","2015-05-13 09:17:15"
"Charter Communications","2015-05-13 09:29:22"
"Paccar","2015-05-14 09:52:03"
"Paccar","2015-05-14 10:12:06"
"Prudential Financial","2015-05-15 02:29:44"
"Prudential Financial","2015-05-15 02:40:44"
"PayPal Holdings","2015-05-15 10:48:48"
"PayPal Holdings","2015-05-15 11:08:10"
"Farmers Insurance Exchange","2015-05-15 20:29:08"
"Farmers Insurance Exchange","2015-05-15 20:43:20"
"American Family Insurance Group","2015-05-15 22:41:28"
"American Family Insurance Group","2015-05-15 23:08:20"
"Abbott Laboratories","2015-05-16 03:29:32"
"Abbott Laboratories","2015-05-16 03:30:09"
"Kinder Morgan","2015-05-16 07:17:15"
"J.P. Morgan Chase","2015-05-16 19:44:32"
"J.P. Morgan Chase","2015-05-16 19:53:47"
"Marathon Petroleum","2015-05-16 23:11:57"
"KKR","2015-05-17 13:24:14"
"KKR","2015-05-17 13:41:54"
"Philip Morris International","2015-05-17 14:17:59"
"Philip Morris International","2015-05-17 14:41:48"
"Disney","2015-05-18 03:40:28"
"Disney","2015-05-18 03:48:02"
"Centene","2015-05-18 14:58:49"
"Centene","2015-05-18 15:12:16"
"Altria Group","2015-05-18 20:38:57"
"Altria Group","2015-05-18 20:46:15"
"DISH Network","2015-05-18 23:40:52"
"Freddie Mac","2015-05-19 03:47:20"
"Freddie Mac","2015-05-19 03:58:01"
"Progressive","2015-05-19 11:09:53"
"FedEx","2015-05-19 23:56:37"
"FedEx","2015-05-20 00:16:50"
"Guardian Life Ins. Co. of America","2015-05-20 03:51:09"
"Guardian Life Ins. Co. of America","2015-05-20 04:09:05"
"United States Steel","2015-05-20 10:49:24"
"U.S. Bancorp","2015-05-20 11:12:45"
"U.S. Bancorp","2015-05-20 11:38:29"
"Franklin Resources","2015-05-20 19:22:19"
"IBM","2015-05-21 10:19:45"
"IBM","2015-05-21 10:39:12"
"BlackRock","2015-05-21 11:59:19"
"BlackRock","2015-05-21 12:07:48"
"Land O'Lakes","2015-05-21 23:05:56"
"Citigroup","2015-05-22 01:54:54"
"Citigroup","2015-05-22 01:57:26"
"Colgate-Palmolive","2015-05-22 02:46:52"
"Colgate-Palmolive","2015-05-22 02:57:15"
"TJX","2015-05-22 17:33:53"
"Cisco Systems","2015-05-22 23:46:14"
"Honeywell International","2015-05-22 23:53:06"
"Cisco Systems","2015-05-22 23:56:29"
"Honeywell International","2015-05-23 00:01:04"
"Supervalu","2015-05-23 00:04:27"
"Supervalu","2015-05-23 00:06:42"
"Goodyear Tire & Rubber","2015-05-25 06:09:36"
"Goodyear Tire & Rubber","2015-05-25 06:12:13"
"Aetna","2015-05-25 10:30:03"
"United Continental Holdings","2015-05-25 14:00:49"
"United Continental Holdings","2015-05-25 14:14:19"
"Lithia Motors","2015-05-26 12:18:06"
"Leucadia National","2015-05-26 13:22:57"
"Leucadia National","2015-05-26 13:32:44"
"Best Buy","2015-05-27 01:41:10"
"Best Buy","2015-05-27 01:57:06"
"Western Digital","2015-05-27 04:09:49"
"FirstEnergy","2015-05-28 04:08:37"
"FirstEnergy","2015-05-28 04:26:01"
"EOG Resources","2015-05-28 05:36:52"
"EOG Resources","2015-05-28 06:00:52"
"Intel","2015-05-28 08:41:55"
"Intel","2015-05-28 08:47:41"
"Travelers Cos.","2015-05-28 20:41:16"
"New York Life Insurance","2015-05-29 14:03:30"
"Southwest Airlines","2015-05-29 15:19:40"
"Archer Daniels Midland","2015-05-29 17:23:42"
"Archer Daniels Midland","2015-05-29 17:26:58"
"Ecolab","2015-05-30 02:00:18"
"Ecolab","2015-05-30 02:05:32"
"Stanley Black & Decker","2015-05-30 03:49:18"
"Western Refining","2015-05-30 13:50:48"
"Sysco","2015-05-30 15:21:56"
"Sysco","2015-05-30 15:33:25"
"Tyson Foods","2015-05-31 13:15:15"
"AutoNation","2015-05-31 20:14:35"
"General Mills","2015-06-03 12:18:59"
"Hilton Worldwide Holdings","2015-06-03 23:42:59"
"Wells Fargo","2015-06-04 01:49:55"
"Wells Fargo","2015-06-04 01:50:52"
"Kellogg","2015-06-04 11:10:42"
"Phillips 66","2015-06-04 14:59:54"
"Phillips 66","2015-06-04 15:20:07"
"Mosaic","2015-06-04 18:17:26"
"Mosaic","2015-06-04 18:33:47"
"Walgreens Boots Alliance","2015-06-05 17:35:06"
"Walgreens Boots Alliance","2015-06-05 17:39:25"
"AT&T","2015-06-05 19:18:24"
"AT&T","2015-06-05 19:18:54"
"Thermo Fisher Scientific","2015-06-07 01:00:01"
"Thermo Fisher Scientific","2015-06-07 01:10:34"
"Cameron International","2015-06-07 03:57:30"
"Cameron International","2015-06-07 04:05:51"
"Monsanto","2015-06-07 06:20:50"
"Cigna","2015-06-07 06:31:38"
"General Dynamics","2015-06-07 08:35:21"
"General Dynamics","2015-06-07 08:37:29"
"Core-Mark Holding","2015-06-07 13:53:52"
"Core-Mark Holding","2015-06-07 13:57:53"
"Pfizer","2015-06-07 20:57:31"
"Pfizer","2015-06-07 20:59:06"
"Gilead Sciences","2015-06-08 00:11:07"
"Fluor","2015-06-08 05:56:56"
"Fluor","2015-06-08 06:17:47"
"eBay","2015-06-08 09:19:01"
"eBay","2015-06-08 09:48:20"
"3M","2015-06-08 16:22:52"
"Emerson Electric","2015-06-09 08:27:12"
"Bristol-Myers Squibb","2015-06-09 17:47:26"
"Bristol-Myers Squibb","2015-06-09 17:53:39"
"United Technologies","2015-06-10 02:00:06"
"ADP","2015-06-10 04:26:06"
"Avis Budget Group","2015-06-10 05:04:35"
"Avis Budget Group","2015-06-10 05:13:03"
"Jarden","2015-06-10 08:16:38"
"Jarden","2015-06-10 08:39:58"
"Aflac","2015-06-10 09:51:38"
"Arrow Electronics","2015-06-10 18:01:23"
"Ford Motor","2015-06-11 13:43:57"
"CST Brands","2015-06-11 18:17:28"
"CST Brands","2015-06-11 18:33:42"
"Charter Communications","2015-06-11 20:26:37"
"Charter Communications","2015-06-11 20:38:38"
"Republic Services","2015-06-12 04:45:01"
"Republic Services","2015-06-12 04:58:23"
"Paccar","2015-06-12 11:46:31"
"Entergy","2015-06-12 12:37:54"
"PayPal Holdings","2015-06-13 05:34:19"
"Farmers Insurance Exchange","2015-06-13 07:28:25"
"Prudential Financial","2015-06-13 21:50:46"
"Prudential Financial","2015-06-13 21:52:15"
"Abbott Laboratories","2015-06-14 04:09:52"
"Abbott Laboratories","2015-06-14 04:26:52"
"American Family Insurance Group","2015-06-14 12:22:49"
"Global Partners","2015-06-14 20:57:42"
"Philip Morris International","2015-06-15 00:44:04"
"J.P. Morgan Chase","2015-06-15 08:14:22"
"J.P. Morgan Chase","2015-06-15 08:23:00"
"Marathon Petroleum","2015-06-15 10:40:08"
"Marathon Petroleum","2015-06-15 10:58:46"
"Altria Group","2015-06-16 09:37:19"
"Disney","2015-06-16 11:29:47"
"KKR","2015-06-16 15:23:06"
"KKR","2015-06-16 15:25:28"
"Centene","2015-06-16 19:12:54"
"Centene","2015-06-16 19:29:12"
"DISH Network","2015-06-16 21:10:52"
"Freddie Mac","2015-06-17 13:03:36"
"Freddie Mac","2015-06-17 13:21:57"
"Progressive","2015-06-17 21:02:15"
"FedEx","2015-06-18 02:57:25"
"United States Steel","2015-06-18 04:20:23"
"United States Steel","2015-06-18 04:38:41"
"Guardian Life Ins. Co. of America","2015-06-18 13:34:48"
"Guardian Life Ins. Co. of America","2015-06-18 13:35:11"
"U.S. Bancorp","2015-06-19 10:32:42"
"Franklin Resources","2015-06-19 14:52:32"
"Honeywell International","2015-06-20 03:07:47"
"Honeywell International","2015-06-20 03:15:42"
"IBM","2015-06-20 05:49:05"
"Land O'Lakes","2015-06-20 09:29:56"
"BlackRock","2015-06-20 18:15:19"
"Citigroup","2015-06-20 18:25:48"
"Synnex","2015-06-20 21:43:54"
"Synnex","2015-06-20 21:59:40"
"Cisco Systems","2015-06-21 02:35:03"
"Colgate-Palmolive","2015-06-21 15:32:36"
"Colgate-Palmolive","2015-06-21 15:39:37"
"TJX","2015-06-21 22:58:04"
"Supervalu","2015-06-22 10:00:54"
"Supervalu","2015-06-22 10:28:36"
"General Electric","2015-06-24 13:08:15"
"Aetna","2015-06-24 17:56:51"
"Aetna","2015-06-24 18:11:41"
"Lithia Motors","2015-06-24 18:26:31"
"Lithia Motors","2015-06-24 18:27:44"
"Goodyear Tire & Rubber","2015-06-24 19:42:22"
"Goodyear Tire & Rubber","2015-06-24 19:45:49"
"Leucadia National","2015-06-24 21:52:36"
"Leucadia National","2015-06-24 21:56:00"
"Western Digital","2015-06-25 18:02:05"
"Western Digital","2015-06-25 18:13:50"
"Best Buy","2015-06-26 22:22:20"
"Best Buy","2015-06-26 22:25:49"
"Intel","2015-06-26 22:45:57"
"Intel","2015-06-26 22:56:45"
"FirstEnergy","2015-06-26 23:23:33"
"FirstEnergy","2015-06-26 23:34:13"
"Travelers Cos.","2015-06-27 10:11:45"
"Travelers Cos.","2015-06-27 10:27:20"
"EOG Resources","2015-06-27 21:34:16"
"EOG Resources","2015-06-27 21:42:40"
"New York Life Insurance","2015-06-27 22:36:49"
"New York Life Insurance","2015-06-27 22:49:04"
"Sysco","2015-06-28 09:07:29"
"Sysco","2015-06-28 09:36:05"
"Stanley Black & Decker","2015-06-28 11:29:16"
"Archer Daniels Midland","2015-06-28 11:42:37"
"Western Refining","2015-06-28 12:54:27"
"Southwest Airlines","2015-06-28 16:29:24"
"Ecolab","2015-06-29 04:56:59"
"Tyson Foods","2015-06-29 13:46:54"
"AutoNation","2015-06-30 03:56:47"
"General Mills","2015-07-02 09:22:04"
"General Mills","2015-07-02 09:26:49"
"Hilton Worldwide Holdings","2015-07-02 18:14:21"
"Hilton Worldwide Holdings","2015-07-02 18:34:36"
"Wells Fargo","2015-07-03 18:18:41"
"Kellogg","2015-07-04 02:49:31"
"Phillips 66","2015-07-04 19:08:36"
"Phillips 66","2015-07-04 19:09:57"
"Walgreens Boots Alliance","2015-07-04 20:58:59"
"Mosaic","2015-07-04 21:59:49"
"Mosaic","2015-07-04 22:02:04"
"AT&T","2015-07-05 02:36:29"
"AT&T","2015-07-05 02:45:54"
"Monsanto","2015-07-06 07:44:15"
"Monsanto","2015-07-06 07:58:54"
"Pfizer","2015-07-06 17:44:31"
"eBay","2015-07-07 02:29:07"
"Thermo Fisher Scientific","2015-07-07 03:20:30"
"Thermo Fisher Scientific","2015-07-07 03:31:45"
"Fluor","2015-07-07 05:48:17"
"Fluor","2015-07-07 06:07:16"
"Cigna","2015-07-07 09:43:54"
"Gilead Sciences","2015-07-07 10:55:44"
"Gilead Sciences","2015-07-07 11:18:11"
"Cameron International","2015-07-07 16:12:06"
"Core-Mark Holding","2015-07-07 18:27:05"
"Core-Mark Holding","2015-07-07 18:46:11"
"General Dynamics","2015-07-07 21:46:03"
"Emerson Electric","2015-07-08 17:44:26"
"Emerson Electric","2015-07-08 18:06:36"
"3M","2015-07-08 19:03:40"
"3M","2015-07-08 19:05:46"
"Bristol-Myers Squibb","2015-07-09 06:47:21"
"Bristol-Myers Squibb","2015-07-09 06:50:55"
"ADP","2015-07-09 07:26:45"
"Aflac","2015-07-09 10:38:05"
"United Technologies","2015-07-09 16:15:20"
"United Technologies","2015-07-09 16:22:56"
"Avis Budget Group","2015-07-10 04:27:14"
"Avis Budget Group","2015-07-10 04:41:58"
"Merck","2015-07-10 04:53:09"
"CST Brands","2015-07-10 08:01:54"
"Arrow Electronics","2015-07-10 11:21:47"
"Arrow Electronics","2015-07-10 11:41:53"
"Jarden","2015-07-10 23:07:14"
"Jarden","2015-07-10 23:15:10"
"Paccar","2015-07-11 02:26:53"
"Paccar","2015-07-11 02:33:01"
"Charter Communications","2015-07-11 05:27:10"
"Charter Communications","2015-07-11 05:33:31"
"Entergy","2015-07-11 21:48:26"
"Ford Motor","2015-07-11 23:17:32"
"Ford Motor","2015-07-11 23:23:23"
"Republic Services","2015-07-12 16:28:32"
"Republic Services","2015-07-12 16:55:34"
"Prudential Financial","2015-07-12 22:03:34"
"Prudential Financial","2015-07-12 22:10:21"
"PayPal Holdings","2015-07-13 15:19:10"
"PayPal Holdings","2015-07-13 15:31:34"
"American Family Insurance Group","2015-07-13 16:41:59"
"American Family Insurance Group","2015-07-13 16:58:57"
"Farmers Insurance Exchange","2015-07-13 23:50:59"
"Marathon Petroleum","2015-07-14 03:28:12"
"Marathon Petroleum","2015-07-14 03:30:57"
"Global Partners","2015-07-14 12:35:54"
"Global Partners","2015-07-14 12:36:53"
"Abbott Laboratories","2015-07-14 16:46:05"
"Philip Morris International","2015-07-15 03:18:37"
"Philip Morris International","2015-07-15 03:28:05"
"J.P. Morgan Chase","2015-07-15 07:31:59"
"J.P. Morgan Chase","2015-07-15 07:36:48"
"Centene","2015-07-15 15:48:30"
"KKR","2015-07-15 17:12:11"
"KKR","2015-07-15 17:32:19"
"Altria Group","2015-07-15 18:40:44"
"Disney","2015-07-16 03:42:48"
"Disney","2015-07-16 03:57:10"
"DISH Network","2015-07-16 04:05:22"
"DISH Network","2015-07-16 04:05:30"
"Progressive","2015-07-16 07:37:20"
"Progressive","2015-07-16 07:54:24"
"Guardian Life Ins. Co. of America","2015-07-17 09:21:03"
"Guardian Life Ins. Co. of America","2015-07-17 09:34:25"
"Freddie Mac","2015-07-17 13:54:46"
"United States Steel","2015-07-17 20:22:16"
"United States Steel","2015-07-17 20:26:57"
"U.S. Bancorp","2015-07-18 18:59:52"
"FedEx","2015-07-18 23:52:52"
"Synnex","2015-07-19 02:44:53"
"Synnex","2015-07-19 02:56:54"
"Land O'Lakes","2015-07-19 06:23:56"
"Land O'Lakes","2015-07-19 06:46:46"
"Honeywell International","2015-07-19 13:44:36"
"Honeywell International","2015-07-19 14:02:52"
"BlackRock","2015-07-19 16:16:34"
"BlackRock","2015-07-19 16:23:17"
"Franklin Resources","2015-07-19 21:52:01"
"Franklin Resources","2015-07-19 21:52:56"
"Citigroup","2015-07-20 00:50:25"
"Citigroup","2015-07-20 01:14:51"
"Cisco Systems","2015-07-20 10:18:28"
"Colgate-Palmolive","2015-07-20 10:18:54"
"Colgate-Palmolive","2015-07-20 10:22:50"
"Cisco Systems","2015-07-20 10:32:16"
"IBM","2015-07-20 13:51:52"
"IBM","2015-07-20 13:52:39"
"TJX","2015-07-20 19:35:01"
"TJX","2015-07-20 19:38:25"
"Supervalu","2015-07-21 20:09:00"
"Leucadia National","2015-07-23 00:38:08"
"Leucadia National","2015-07-23 00:40:49"
"United Continental Holdings","2015-07-23 19:35:29"
"United Continental Holdings","2015-07-23 19:40:07"
"Lithia Motors","2015-07-23 22:01:14"
"Lithia Motors","2015-07-23 22:21:50"
"Goodyear Tire & Rubber","2015-07-24 04:38:29"
"Goodyear Tire & Rubber","2015-07-24 04:53:49"
"Aetna","2015-07-24 23:52:46"
"Aetna","2015-07-25 00:02:44"
"Intel","2015-07-25 03:46:29"
"Intel","2015-07-25 03:53:22"
"FirstEnergy","2015-07-25 13:33:19"
"Western Digital","2015-07-25 19:14:41"
"Western Digital","2015-07-25 19:15:11"
"Travelers Cos.","2015-07-26 06:50:43"
"Best Buy","2015-07-26 08:21:14"
"Best Buy","2015-07-26 08:26:40"
"EOG Resources","2015-07-26 14:08:34"
"EOG Resources","2015-07-26 14:23:13"
"Sysco","2015-07-27 00:29:49"
"Sysco","2015-07-27 00:50:38"
"Western Refining","2015-07-27 12:08:38"
"Archer Daniels Midland","2015-07-27 15:29:37"
"Archer Daniels Midland","2015-07-27 15:36:41"
"Southwest Airlines","2015-07-27 17:33:55"
"New York Life Insurance","2015-07-27 23:43:27"
"Tyson Foods","2015-07-28 16:37:40"
"Stanley Black & Decker","2015-07-28 17:18:33"
"AutoNation","2015-07-29 01:23:10"
"Ecolab","2015-07-29 13:56:01"
"Ecolab","2015-07-29 14:01:16"
"General Mills","2015-07-31 09:21:36"
"Duke Energy","2015-07-31 19:15:53"
"Duke Energy","2015-07-31 19:18:17"
"Hilton Worldwide Holdings","2015-07-31 21:38:47"
"Hilton Worldwide Holdings","2015-07-31 21:43:13"
"Mosaic","2015-08-02 16:44:40"
"Mosaic","2015-08-02 17:03:34"
"Wells Fargo","2015-08-02 23:18:44"
"Wells Fargo","2015-08-02 23:28:52"
"Phillips 66","2015-08-03 08:35:15"
"Phillips 66","2015-08-03 08:35:23"
"AT&T","2015-08-03 11:39:52"
"AT&T","2015-08-03 12:02:33"
"Walgreens Boots Alliance","2015-08-03 18:02:01"
"Kellogg","2015-08-03 20:01:02"
"Kellogg","2015-08-03 20:20:04"
"Pfizer","2015-08-04 23:56:12"
"Core-Mark Holding","2015-08-05 00:51:13"
"Computer Sciences","2015-08-05 02:11:25"
"General Dynamics","2015-08-05 06:34:42"
"Monsanto","2015-08-05 11:52:43"
"Gilead Sciences","2015-08-05 13:41:11"
"Gilead Sciences","2015-08-05 13:45:29"
"Cameron International","2015-08-05 23:08:36"
"Cameron International","2015-08-05 23:11:47"
"Fluor","2015-08-06 04:55:37"
"Fluor","2015-08-06 04:58:31"
"Thermo Fisher Scientific","2015-08-06 13:32:37"
"Cigna","2015-08-06 13:50:33"
"eBay","2015-08-06 14:34:03"
"eBay","2015-08-06 14:39:16"
"Emerson Electric","2015-08-06 16:01:33"
"Emerson Electric","2015-08-06 16:17:29"
"Aflac","2015-08-07 16:36:01"
"Aflac","2015-08-07 16:50:33"
"3M","2015-08-07 17:39:05"
"3M","2015-08-07 18:08:14"
"ADP","2015-08-07 20:44:56"
"ADP","2015-08-07 20:50:29"
"Merck","2015-08-08 02:33:38"
"Bristol-Myers Squibb","2015-08-08 16:29:13"
"United Technologies","2015-08-08 18:23:24"
"United Technologies","2015-08-08 18:32:26"
"CST Brands","2015-08-08 23:09:13"
"Arrow Electronics","2015-08-09 07:58:08"
"Arrow Electronics","2015-08-09 08:07:58"
"Charter Communications","2015-08-09 17:02:32"
"Avis Budget Group","2015-08-09 17:47:52"
"Avis Budget Group","2015-08-09 17:57:51"
"Jarden","2015-08-09 18:10:51"
"Jarden","2015-08-09 18:15:40"
"Ford Motor","2015-08-09 18:29:20"
"Ford Motor","2015-08-09 18:33:16"
"Paccar","2015-08-10 05:40:44"
"Paccar","2015-08-10 05:51:19"
"Prudential Financial","2015-08-10 08:58:32"
"Republic Services","2015-08-10 13:50:36"
"Republic Services","2015-08-10 13:58:57"
"Entergy","2015-08-10 14:38:40"
"Farmers Insurance Exchange","2015-08-11 09:33:19"
"Farmers Insurance Exchange","2015-08-11 09:37:29"
"Global Partners","2015-08-12 02:16:04"
"American Family Insurance Group","2015-08-12 06:59:46"
"PayPal Holdings","2015-08-12 11:00:52"
"Nucor","2015-08-12 23:37:33"
"Marathon Petroleum","2015-08-13 10:23:01"
"Marathon Petroleum","2015-08-13 10:25:41"
"Altria Group","2015-08-13 17:21:53"
"Philip Morris International","2015-08-13 17:56:12"
"Philip Morris International","2015-08-13 17:58:33"
"KKR","2015-08-14 05:18:44"
"Centene","2015-08-14 07:25:48"
"Centene","2015-08-14 07:50:20"
"J.P. Morgan Chase","2015-08-14 09:48:11"
"J.P. Morgan Chase","2015-08-14 09:55:14"
"Progressive","2015-08-14 15:28:24"
"Progressive","2015-08-14 15:42:15"
"DISH Network","2015-08-14 16:46:30"
"DISH Network","2015-08-14 16:49:16"
"Disney","2015-08-15 06:18:30"
"Disney","2015-08-15 06:27:31"
"Target","2015-08-15 13:23:54"
"Target","2015-08-15 13:32:38"
"Guardian Life Ins. Co. of America","2015-08-15 18:02:01"
"Guardian Life Ins. Co. of America","2015-08-15 18:05:23"
"United States Steel","2015-08-16 02:55:15"
"United States Steel","2015-08-16 03:17:31"
"Freddie Mac","2015-08-16 09:23:32"
"BlackRock","2015-08-17 03:23:33"
"BlackRock","2015-08-17 03:38:19"
"Synnex","2015-08-17 09:05:01"
"Synnex","2015-08-17 09:09:38"
"FedEx","2015-08-17 15:27:44"
"Franklin Resources","2015-08-17 18:54:15"
"Franklin Resources","2015-08-17 19:02:16"
"Land O'Lakes","2015-08-17 20:37:16"
"Honeywell International","2015-08-17 23:53:11"
"Colgate-Palmolive","2015-08-18 16:16:45"
"Colgate-Palmolive","2015-08-18 16:17:15"
"Cisco Systems","2015-08-18 20:31:08"
"Cisco Systems","2015-08-18 20:44:51"
"IBM","2015-08-19 00:27:36"
"Supervalu","2015-08-19 11:45:32"
"Supervalu","2015-08-19 12:00:54"
"Citigroup","2015-08-19 13:27:11"
"TJX","2015-08-19 14:16:27"
"TJX","2015-08-19 14:43:56"
"Lithia Motors","2015-08-22 06:03:46"
"Lithia Motors","2015-08-22 06:08:30"
"Goodyear Tire & Rubber","2015-08-22 17:06:54"
"Goodyear Tire & Rubber","2015-08-22 17:13:16"
"General Electric","2015-08-22 19:29:53"
"General Electric","2015-08-22 19:40:36"
"United Continental Holdings","2015-08-22 20:00:06"
"Leucadia National","2015-08-22 20:40:58"
"Leucadia National","2015-08-22 20:43:28"
"Intel","2015-08-23 00:27:36"
"Intel","2015-08-23 00:31:35"
"Aetna","2015-08-23 13:01:57"
"State Street Corp.","2015-08-23 14:18:22"
"FirstEnergy","2015-08-23 19:34:45"
"FirstEnergy","2015-08-23 19:37:09"
"Western Digital","2015-08-23 19:40:12"
"Western Digital","2015-08-23 19:41:47"
"Travelers Cos.","2015-08-24 06:12:29"
"Travelers Cos.","2015-08-24 06:26:36"
"Best Buy","2015-08-25 04:33:24"
"Best Buy","2015-08-25 04:44:56"
"New York Life Insurance","2015-08-25 17:01:44"
"Sysco","2015-08-25 17:21:32"
"Sysco","2015-08-25 17:40:47"
"Southwest Airlines","2015-08-25 20:19:55"
"EOG Resources","2015-08-25 23:20:37"
"EOG Resources","2015-08-25 23:28:00"
"Western Refining","2015-08-26 00:16:48"
"Verizon","2015-08-26 00:32:35"
"Verizon","2015-08-26 00:40:39"
"Archer Daniels Midland","2015-08-26 12:49:08"
"Stanley Black & Decker","2015-08-26 16:13:02"
"Stanley Black & Decker","2015-08-26 16:17:36"
"Ecolab","2015-08-27 12:35:13"
"AutoNation","2015-08-27 12:45:08"
"AutoNation","2015-08-27 12:47:53"
"Exelon","2015-08-27 16:31:50"
"Tyson Foods","2015-08-28 00:12:59"
"General Mills","2015-08-29 21:54:19"
